StudyID,SRDB_study,SiteID,StartYear,Comments,Latitude,Longitude,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,count,avg,year1,year2,year3,year4,year5,year6,year7,year8,year9,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19,year20,year21,year22,year23,year24,year25,year26
47,11366,CN-SN-LR,2009,SRDB,35.22,107.67,11.4,11.29166667,10.70833333,10.65,12.175,,,,,,,,,,,,,,,,,,,,,,5,11.245,0.155,0.046666667,-0.536666667,-0.595,0.93,,,,,,,,,,,,,,,,,,,,,
48,12211,CH-SN-CWN0,2009,Figure 1,35.22,107.67,9.03630137,9.381369863,8.77260274,8.74086995,10.02945205,9.076027397,9.889178082,11.09576503,,,,,,,,,,,,,,,,,,,8,9.50269581,-0.46639444,-0.121325947,-0.73009307,-0.76182586,0.52675624,-0.426668413,0.386482272,1.59306922,,,,,,,,,,,,,,,,,,
48,12211,CH-SN-CWN45,2009,Figure 1,35.22,107.67,9.03630137,9.381369863,8.77260274,8.74086995,10.02945205,9.076027397,9.889178082,11.09576503,,,,,,,,,,,,,,,,,,,8,9.50269581,-0.46639444,-0.121325947,-0.73009307,-0.76182586,0.52675624,-0.426668413,0.386482272,1.59306922,,,,,,,,,,,,,,,,,,
48,12211,CH-SN-CWN90,2009,Figure 1,35.22,107.67,9.03630137,9.381369863,8.77260274,8.74086995,10.02945205,9.076027397,9.889178082,11.09576503,,,,,,,,,,,,,,,,,,,8,9.50269581,-0.46639444,-0.121325947,-0.73009307,-0.76182586,0.52675624,-0.426668413,0.386482272,1.59306922,,,,,,,,,,,,,,,,,,
48,12211,CH-SN-CWN135,2009,Figure 1,35.22,107.67,9.03630137,9.381369863,8.77260274,8.74086995,10.02945205,9.076027397,9.889178082,11.09576503,,,,,,,,,,,,,,,,,,,8,9.50269581,-0.46639444,-0.121325947,-0.73009307,-0.76182586,0.52675624,-0.426668413,0.386482272,1.59306922,,,,,,,,,,,,,,,,,,
48,12211,CH-SN-CWN180,2009,Figure 1,35.22,107.67,9.03630137,9.381369863,8.77260274,8.74086995,10.02945205,9.076027397,9.889178082,11.09576503,,,,,,,,,,,,,,,,,,,8,9.50269581,-0.46639444,-0.121325947,-0.73009307,-0.76182586,0.52675624,-0.426668413,0.386482272,1.59306922,,,,,,,,,,,,,,,,,,
49,14826,RU-MO-PTBR1,1998,Figure 7,35.22,107.67,6.0052,4.8941,6.0049,5.5034,5.5034,5.3988,5.5971,6.1039,6.1335,6.3078,6.9117,5.592,6.005,5.9002,6.6082,5.9028,5.5996,6.5065,5.6023,6.107,4.4888,,,,,,21,5.84172381,0.16347619,-0.94762381,0.16317619,-0.33832381,-0.33832381,-0.44292381,-0.24462381,0.26217619,0.29177619,0.46607619,1.06997619,-0.24972381,0.16327619,0.05847619,0.76647619,0.06107619,-0.24212381,0.66477619,-0.23942381,0.26527619,-1.35292381,,,,,
49,14826,RU-MO-PTBR2,1998,Figure 7,54.92,37.57,6.0283,4.8967,5.3956,5.5965,6.9087,6.1042,6,5,6,6,5,5.5973,5.4979,4.4883,6.4796,5.8999,6.1064,6.0048,6.5034,6.3045,5.5968,,,,,,21,5.78137619,0.24692381,-0.88467619,-0.38577619,-0.18487619,1.12732381,0.32282381,0.21862381,-0.78137619,0.21862381,0.21862381,-0.78137619,-0.18407619,-0.28347619,-1.29307619,0.69822381,0.11852381,0.32502381,0.22342381,0.72202381,0.52312381,-0.18457619,,,,,
50,14994,CN-HA-C,2011,Figure 4A,54.92,37.57,15.02218585,15.85355324,16.40159722,15.5674537,16.36421528,15.74609028,16.0455787,,,,,,,,,,,,,,,,,,,,7,15.85723918,-0.835053331,-0.003685941,0.544358039,-0.289785481,0.506976099,-0.111148901,0.188339519,,,,,,,,,,,,,,,,,,,
50,14994,CN-HA-SW,2011,Figure 4A,34.82,114.28,15.26839947,15.99479167,16.46998843,15.76364583,16.56664815,15.88178086,16.36666667,,,,,,,,,,,,,,,,,,,,7,16.04456015,-0.776160684,-0.049768484,0.425428276,-0.280914324,0.522087996,-0.162779294,0.322106516,,,,,,,,,,,,,,,,,,,
50,14994,CN-HA-AW,2011,Figure 4A,34.82,114.28,15.39320767,16.29241898,16.63627315,15.78530093,16.60605093,16.07355556,16.17493056,,,,,,,,,,,,,,,,,,,,7,16.13739111,-0.744183441,0.155027869,0.498882039,-0.352090181,0.468659819,-0.063835551,0.037539449,,,,,,,,,,,,,,,,,,,
50,14994,CN-HA-SAW,2011,Figure 4A,34.82,114.28,15.93217262,16.86579861,17.22847222,16.32358333,17.11568056,16.50621991,16.65018519,,,,,,,,,,,,,,,,,,,,7,16.66030178,-0.728129157,0.205496833,0.568170443,-0.336718447,0.455378783,-0.154081867,-0.010116587,,,,,,,,,,,,,,,,,,,
